2025-09-18 22:46:59,473 - __main__ - INFO - 시작 시간: 2025-09-18 22:46:59.432252
2025-09-18 22:46:59,473 - resilient_runner - INFO - 컴포넌트 초기화 시작...
2025-09-18 22:46:59,485 - progress_tracker - INFO - Redis 연결 성공 (세션 ID: eff08546)
2025-09-18 22:46:59,498 - database - INFO - PostgreSQL 연결 성공
2025-09-18 22:46:59,498 - resilient_runner - INFO - 모든 컴포넌트 초기화 완료
2025-09-18 22:47:02,274 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:02,281 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:02,295 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:02,307 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:02,309 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:02,312 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:02,329 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:02,855 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:02,861 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:02,866 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:02,870 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:02,871 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:02,887 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:02,893 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:02,908 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:02,942 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:02,944 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:03,044 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:03,051 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:03,057 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:03,061 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:03,062 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:03,083 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:03,089 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:03,109 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:03,152 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:03,154 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:03,232 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:03,240 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:03,248 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:03,252 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:03,253 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:03,254 - resilient_runner - INFO - 배치 완료: 50/50 성공
2025-09-18 22:47:03,256 - resilient_runner - INFO - 메모리 정리 시작...
2025-09-18 22:47:03,263 - resilient_runner - INFO - 가비지 컬렉션: 46개 객체 정리
2025-09-18 22:47:03,263 - resilient_runner - INFO - 메모리 사용량: 48.3MB (87.3%)
2025-09-18 22:47:04,267 - resilient_runner - INFO - 배치 크롤링 시작: 101-150/500
2025-09-18 22:47:04,362 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:04,363 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:04,364 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:04,368 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:04,368 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:04,372 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:04,380 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:04,381 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:04,397 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:04,398 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:04,401 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:04,402 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:04,403 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:04,404 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:04,419 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:04,425 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:04,427 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:04,430 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:04,434 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:04,435 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:04,437 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:04,439 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:04,462 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:04,490 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:04,512 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:05,039 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:05,058 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:05,059 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:05,061 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:05,063 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:05,065 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:05,065 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:05,081 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:05,085 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:05,099 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:05,233 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:05,254 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:05,257 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:05,259 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:05,260 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:05,264 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:05,265 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:05,284 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:05,288 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:05,305 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:05,426 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:05,451 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:05,457 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:05,460 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:05,463 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:05,465 - resilient_runner - INFO - 배치 완료: 50/50 성공
2025-09-18 22:47:05,466 - resilient_runner - INFO - 메모리 정리 시작...
2025-09-18 22:47:05,479 - resilient_runner - INFO - 가비지 컬렉션: 92개 객체 정리
2025-09-18 22:47:05,480 - resilient_runner - INFO - 메모리 사용량: 48.5MB (87.5%)
2025-09-18 22:47:06,487 - resilient_runner - INFO - 배치 크롤링 시작: 151-200/500
2025-09-18 22:47:06,584 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:06,586 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:06,596 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:06,601 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:06,609 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:06,621 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:06,621 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:06,634 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:06,641 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:06,653 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:06,653 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:06,659 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:06,671 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:06,679 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:06,683 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:06,685 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:06,689 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:06,692 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:06,694 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:06,695 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:06,708 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:06,710 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:06,720 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:06,720 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:06,722 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:07,242 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:07,243 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:07,255 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:07,256 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:07,259 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:07,263 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:07,264 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:07,281 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:07,284 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:07,328 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:07,430 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:07,430 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:07,446 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:07,447 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:07,449 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:07,456 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:07,456 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:07,478 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:07,482 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:07,537 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:07,621 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:07,621 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:07,636 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:07,637 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:07,641 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:07,643 - resilient_runner - INFO - 배치 완료: 50/50 성공
2025-09-18 22:47:07,643 - resilient_runner - INFO - 메모리 정리 시작...
2025-09-18 22:47:07,653 - resilient_runner - INFO - 가비지 컬렉션: 46개 객체 정리
2025-09-18 22:47:07,654 - resilient_runner - INFO - 메모리 사용량: 48.4MB (87.5%)
2025-09-18 22:47:08,674 - resilient_runner - INFO - 배치 크롤링 시작: 201-250/500
2025-09-18 22:47:08,775 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:08,776 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:08,781 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:08,793 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:08,811 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:08,811 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:08,816 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:08,827 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:08,844 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:08,844 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:08,854 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:08,859 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:08,879 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:08,879 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:08,887 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:08,888 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:08,889 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:08,894 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:08,896 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/2
2025-09-18 22:47:08,914 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:08,914 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/1
2025-09-18 22:47:08,919 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/posts/1
2025-09-18 22:47:08,922 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/users/2
2025-09-18 22:47:08,928 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:08,955 - database - WARNING - Duplicate URL in batch, skipping: https://jsonplaceholder.typicode.com/albums/1
2025-09-18 22:47:09,441 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:09,451 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:09,461 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:09,464 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:09,471 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:09,477 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/delay/1
2025-09-18 22:47:09,477 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:09,503 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/status/200
2025-09-18 22:47:09,503 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/xml
2025-09-18 22:47:09,553 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
2025-09-18 22:47:09,628 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/json
2025-09-18 22:47:09,640 - database - WARNING - Duplicate URL in batch, skipping: https://httpbin.org/html
